iter	RMSE
726	3.483082335
727	3.478389219
728	3.477564913
729	3.476815032
730	3.47508535
731	3.472033252
732	3.47096028
733	3.469852549
734	3.468159852
735	3.466387296
736	3.464292705
737	3.462703153
738	3.462142356
739	3.461454363
740	3.461308728
741	3.460848497
742	3.457208773
743	3.456929561
744	3.455006972
745	3.451313809
746	3.449397445
747	3.447693613
748	3.44758886
749	3.443834118
750	3.441064166
751	3.439426627
752	3.438224238
753	3.436497008
754	3.434758384
755	3.434191327
756	3.432801373
757	3.431479053
758	3.43042685
759	3.427006755
760	3.424101492
761	3.421646807
762	3.418681458
763	3.416524347
764	3.41592149
765	3.414806405
766	3.41335974
767	3.413094058
768	3.410224618
769	3.40761405
770	3.406018471
771	3.403751232
772	3.403344354
773	3.401866149
774	3.401157293
775	3.400349915
776	3.399921724
777	3.397227251
778	3.395251121
779	3.395171725
780	3.392388817
781	3.390880533
782	3.388703701
783	3.388257311
784	3.387557334
785	3.386887185
786	3.384718142
787	3.382573206
788	3.381219652
789	3.379420702
790	3.378154721
791	3.376561876
792	3.374075686
793	3.373203864
794	3.371543964
795	3.369913063
796	3.368662477
797	3.366894539
798	3.364869827
799	3.362630911
800	3.361312444
801	3.360300924
802	3.357502496
803	3.35741317
804	3.354702829
805	3.352120449
806	3.351951778
807	3.3489181
808	3.347500666
809	3.345867403
810	3.344270531
811	3.343880262
812	3.342202716
813	3.341661415
814	3.337989071
815	3.336932156
816	3.334408034
817	3.331217984
818	3.330823889
819	3.327820232
820	3.325353094
821	3.324658579
822	3.323222265
823	3.322812576
824	3.320059538
825	3.317044987
826	3.315997208
827	3.314916467
828	3.313585615
829	3.3126569
830	3.312344449
831	3.309730147
832	3.30962209
833	3.308154363
834	3.304586192
835	3.304443259
836	3.303035962
837	3.302026968
838	3.297156719
839	3.295848252
840	3.292503972
841	3.290980876
842	3.289897957
843	3.289303762
844	3.286863085
845	3.285768575
846	3.282930278
847	3.280411282
848	3.280050926
849	3.278306099
850	3.274528516
851	3.272648396
852	3.272527186
853	3.27246285
854	3.271241623
855	3.270250191
856	3.267585635
857	3.265599923
858	3.264841425
859	3.262847307
860	3.260771902
861	3.259463836
862	3.259027985
863	3.257821784
864	3.256436934
865	3.255902514
866	3.255540737
867	3.253748888
868	3.252707279
869	3.251258975
870	3.250718612
871	3.246786916
872	3.245585455
873	3.242320567
874	3.240778852
875	3.23951048
876	3.237131121
877	3.236418937
878	3.233829685
879	3.232916128
880	3.23208473
881	3.231897823
882	3.230800437
883	3.226214792
884	3.224647922
885	3.22372287
886	3.223290892
887	3.22312803
888	3.222559318
889	3.222484548
890	3.221127918
891	3.22010347
892	3.218910193
893	3.218564636
894	3.215162838
895	3.214819684
896	3.213605636
897	3.213171843
898	3.210933202
899	3.210845472
900	3.20985462
901	3.208909373
902	3.207408325
903	3.206730136
904	3.204920802
905	3.204432117
906	3.202331855
907	3.201737806
908	3.198705408
909	3.196295804
910	3.195882612
911	3.194929591
912	3.192454331
913	3.192365569
914	3.191595064
915	3.189702465
916	3.188588776
917	3.186802071
918	3.186650554
919	3.18479892
920	3.183923671
921	3.183605715
922	3.180519045
923	3.179456539
924	3.179429085
925	3.177064173
926	3.175719149
927	3.17468955
928	3.173817248
929	3.172985061
930	3.171689577
931	3.169550537
932	3.169151265
933	3.1679498
934	3.16519598
935	3.162836516
936	3.161425078
937	3.161120457
938	3.159786795
939	3.158869878
940	3.158421221
941	3.155907139
942	3.154646632
943	3.154346789
944	3.150980986
945	3.147101965
946	3.144902748
947	3.143466256
948	3.140442668
949	3.139899453
950	3.138865287
951	3.135004169
952	3.133785741
953	3.132680685
954	3.131482358
955	3.12986581
956	3.128810717
957	3.128497006
958	3.127231988
959	3.126526708
960	3.126130944
961	3.12540496
962	3.124931402
963	3.124550323
964	3.122806233
965	3.122213926
966	3.120054054
967	3.119920908
968	3.118543964
969	3.117380974
970	3.11637888
971	3.116324689
972	3.114666512
973	3.1121375
974	3.109346378
975	3.105929979
976	3.102677511
977	3.10066175
978	3.100045823
979	3.098900712
980	3.096696377
981	3.096142555
982	3.0928507
983	3.091640498
984	3.089348033
985	3.088831524
986	3.08851048
987	3.086416295
988	3.084721945
989	3.082253695
990	3.081821925
991	3.079951696
992	3.078608824
993	3.078074958
994	3.076550789
995	3.075471537
996	3.07444207
997	3.073663084
998	3.073381254
999	3.072520816
